time,open,high,low,close,volume
2023-02-07 19:59:00,223.5,223.5,223.2,223.31,7173
2023-02-07 19:58:00,223.37,223.3901,223.37,223.3901,3018
2023-02-07 19:57:00,223.37,223.37,223.3,223.37,3420
2023-02-07 19:56:00,223.2,223.3,223.2,223.2,1689
2023-02-07 19:55:00,223.2,223.2,223.2,223.2,2447
2023-02-07 19:54:00,223.25,223.3,223.2,223.3,6704
2023-02-07 19:53:00,223.2,223.3,223.2,223.3,1309
2023-02-07 19:52:00,223.1,223.2,223.07,223.2,1539
2023-02-07 19:51:00,223.28,223.28,223.2499,223.2499,1214
2023-02-07 19:50:00,223.26,223.26,223.25,223.25,563
2023-02-07 19:49:00,223.2,223.3,223.2,223.3,6137
2023-02-07 19:48:00,223.15,223.19,223.1,223.19,1874
2023-02-07 19:47:00,223.01,223.01,223.01,223.01,534
2023-02-07 19:46:00,223.2,223.2,223.2,223.2,1726
2023-02-07 19:45:00,223.22,223.22,223.2,223.2,1263
2023-02-07 19:43:00,223.15,223.15,223.15,223.15,474
2023-02-07 19:41:00,223.21,223.24,223.2,223.24,1238
2023-02-07 19:40:00,223.2,223.26,223.2,223.25,1012
2023-02-07 19:39:00,223.09,223.25,223.09,223.25,4833
2023-02-07 19:38:00,223.05,223.05,222.91,223.05,2433
2023-02-07 19:36:00,222.85,223.05,222.85,223.05,3250
2023-02-07 19:35:00,222.85,222.85,222.85,222.85,308
2023-02-07 19:34:00,222.8,222.8,222.8,222.8,734
2023-02-07 19:33:00,222.75,222.75,222.75,222.75,654
2023-02-07 19:32:00,222.7,222.7,222.7,222.7,163
2023-02-07 19:30:00,222.78,222.78,222.78,222.78,748
2023-02-07 19:27:00,222.69,222.69,222.66,222.66,1593
2023-02-07 19:26:00,222.7,222.7,222.7,222.7,503
2023-02-07 19:25:00,222.7,222.7,222.66,222.7,976
2023-02-07 19:24:00,222.64,222.64,222.64,222.64,401
2023-02-07 19:22:00,222.7,222.7,222.63,222.63,1848
2023-02-07 19:20:00,222.8,222.8,222.7,222.79,507
2023-02-07 19:19:00,222.76,222.76,222.76,222.76,482
2023-02-07 19:18:00,222.77,222.77,222.76,222.76,544
2023-02-07 19:17:00,222.81,222.81,222.76,222.76,2778
2023-02-07 19:16:00,222.76,222.76,222.68,222.76,1368
2023-02-07 19:15:00,222.76,222.79,222.76,222.76,2905
2023-02-07 19:14:00,222.75,222.8,222.75,222.8,1673
2023-02-07 19:11:00,222.63,222.7,222.63,222.7,1261
2023-02-07 19:10:00,222.7,222.7,222.7,222.7,1344
2023-02-07 19:09:00,222.6,222.75,222.6,222.62,1440
2023-02-07 19:07:00,222.6,222.6,222.6,222.6,2125
2023-02-07 19:06:00,222.62,222.62,222.62,222.62,312
2023-02-07 19:05:00,222.7,222.7,222.62,222.62,1079
2023-02-07 19:04:00,222.65,222.7,222.65,222.7,1547
2023-02-07 19:03:00,222.6,222.61,222.6,222.61,1540
2023-02-07 19:00:00,222.5,222.5,222.5,222.5,356
2023-02-07 18:59:00,222.5,222.5,222.5,222.5,401
2023-02-07 18:55:00,222.7,222.7,222.53,222.53,1259
2023-02-07 18:54:00,222.61,222.61,222.61,222.61,539
2023-02-07 18:53:00,222.55,222.75,222.55,222.75,1421
2023-02-07 18:52:00,222.51,222.6,222.5,222.6,7489
2023-02-07 18:50:00,222.53,222.85,222.53,222.85,571
2023-02-07 18:49:00,222.55,222.92,222.51,222.92,2572
2023-02-07 18:48:00,222.71,222.75,222.55,222.75,1852
2023-02-07 18:47:00,222.76,222.76,222.65,222.68,1639
2023-02-07 18:46:00,222.76,222.76,222.65,222.65,1991
2023-02-07 18:45:00,222.93,222.93,222.85,222.85,1265
2023-02-07 18:44:00,222.98,222.98,222.9,222.95,1133
2023-02-07 18:43:00,222.85,222.85,222.85,222.85,1000
2023-02-07 18:42:00,222.86,222.86,222.86,222.86,407
2023-02-07 18:41:00,222.89,222.89,222.89,222.89,629
2023-02-07 18:40:00,222.89,222.89,222.89,222.89,465
2023-02-07 18:39:00,223.0,223.04,223.0,223.04,1516
2023-02-07 18:38:00,223.0,223.0,223.0,223.0,906
2023-02-07 18:37:00,222.9,222.9999,222.9,222.9999,1698
2023-02-07 18:35:00,223.02,223.1,222.71,222.71,2766
2023-02-07 18:34:00,223.1,223.1,223.0,223.0,1419
2023-02-07 18:33:00,223.11,223.15,223.11,223.15,610
2023-02-07 18:32:00,223.1,223.1,223.1,223.1,595
2023-02-07 18:31:00,223.0,223.1,223.0,223.1,962
2023-02-07 18:30:00,222.96,223.1,222.96,223.1,1546
2023-02-07 18:29:00,222.74,222.74,222.74,222.74,1168
2023-02-07 18:27:00,222.88,222.88,222.88,222.88,344
2023-02-07 18:26:00,222.99,222.99,222.9,222.9,2060
2023-02-07 18:25:00,222.8,223.2,222.8,223.1,5617
2023-02-07 18:24:00,222.94,222.94,222.81,222.81,916
2023-02-07 18:23:00,222.9999,222.9999,222.8,222.8,623
2023-02-07 18:22:00,222.95,222.98,222.95,222.98,1061
2023-02-07 18:21:00,222.9,222.9,222.8,222.8,686
2023-02-07 18:20:00,222.78,222.8,222.78,222.8,1063
2023-02-07 18:19:00,222.83,222.83,222.75,222.75,4256
2023-02-07 18:18:00,222.99,222.99,222.95,222.99,1101
2023-02-07 18:17:00,223.15,223.15,223.15,223.15,322
2023-02-07 18:16:00,223.07,223.1,223.07,223.1,844
2023-02-07 18:14:00,223.21,223.34,223.15,223.34,1372
2023-02-07 18:13:00,222.93,223.22,222.93,223.08,6774
2023-02-07 18:12:00,223.09,223.09,222.9,222.94,3439
2023-02-07 18:11:00,223.2,223.2,222.99,223.09,2558
2023-02-07 18:10:00,222.68,223.5,222.68,223.2,16563
2023-02-07 18:09:00,222.58,222.77,222.58,222.68,3607
2023-02-07 18:08:00,222.5,222.51,222.5,222.5,3360
2023-02-07 18:07:00,222.35,222.5,222.35,222.5,1267
2023-02-07 18:06:00,222.45,222.5,222.2,222.44,3227
2023-02-07 18:05:00,222.45,222.45,222.45,222.45,875
2023-02-07 18:04:00,222.25,222.4,222.25,222.4,1228
2023-02-07 18:03:00,222.0,222.24,221.95,222.24,4918
2023-02-07 18:02:00,221.75,221.76,221.75,221.76,1078
2023-02-07 18:01:00,221.7,221.7,221.7,221.7,493
2023-02-07 18:00:00,221.75,221.75,221.74,221.74,705
2023-02-07 17:57:00,221.6613,221.6613,221.6613,221.6613,215
2023-02-07 17:54:00,221.6001,221.6001,221.6001,221.6001,444
2023-02-07 17:52:00,221.6963,221.7,221.63,221.63,671
2023-02-07 17:51:00,221.7,221.7,221.7,221.7,1809
2023-02-07 17:49:00,221.71,221.73,221.71,221.73,532
2023-02-07 17:48:00,221.68,221.7,221.68,221.7,1244
2023-02-07 17:47:00,221.69,221.69,221.69,221.69,2337
2023-02-07 17:46:00,221.69,221.69,221.69,221.69,614
2023-02-07 17:45:00,221.68,221.68,221.68,221.68,185
2023-02-07 17:44:00,221.6,221.6,221.6,221.6,1041
2023-02-07 17:43:00,221.6,221.6,221.6,221.6,1515
2023-02-07 17:42:00,221.59,221.59,221.59,221.59,830
2023-02-07 17:41:00,221.55,221.59,221.55,221.59,2188
2023-02-07 17:37:00,221.5,221.51,221.5,221.51,367
2023-02-07 17:36:00,221.4507,221.4507,221.4507,221.4507,317
2023-02-07 17:35:00,221.43,221.56,221.41,221.41,11400
2023-02-07 17:30:00,221.5,221.5,221.45,221.5,1350
2023-02-07 17:28:00,221.5,221.5,221.5,221.5,149
2023-02-07 17:27:00,221.5,221.5,221.5,221.5,180
2023-02-07 17:26:00,221.52,221.52,221.52,221.52,710
2023-02-07 17:25:00,221.47,221.5,221.47,221.5,850
2023-02-07 17:24:00,221.4101,221.4101,221.4101,221.4101,325
2023-02-07 17:21:00,221.45,221.45,221.45,221.45,203
2023-02-07 17:19:00,221.5,221.5,221.47,221.47,1572
2023-02-07 17:18:00,221.47,221.47,221.47,221.47,1526
2023-02-07 17:17:00,221.5,221.5,221.5,221.5,1034
2023-02-07 17:16:00,221.4017,221.55,221.4017,221.55,364
2023-02-07 17:13:00,221.5,221.5,221.5,221.5,574
2023-02-07 17:12:00,221.4229,221.55,221.4229,221.55,1226
2023-02-07 17:11:00,221.46,221.5,221.46,221.5,1447
2023-02-07 17:10:00,221.49,221.5,221.4,221.4,3467
2023-02-07 17:09:00,221.29,221.73,221.29,221.49,13446
2023-02-07 17:08:00,221.25,221.25,221.25,221.25,345
2023-02-07 17:07:00,221.25,221.25,221.25,221.25,433
2023-02-07 17:06:00,221.1513,221.1513,221.1513,221.1513,706
2023-02-07 17:04:00,221.2111,221.2111,221.21,221.21,1023
2023-02-07 17:03:00,221.201,221.21,221.2,221.21,380
2023-02-07 17:02:00,221.27,221.27,221.2,221.2,2331
2023-02-07 17:01:00,221.29,221.29,221.29,221.29,1590
2023-02-07 17:00:00,221.2,221.2,221.2,221.2,298
2023-02-07 16:59:00,221.2,221.29,221.2,221.29,1344
2023-02-07 16:58:00,221.18,221.2,221.18,221.2,1520
2023-02-07 16:57:00,221.18,221.18,221.17,221.17,570
2023-02-07 16:56:00,221.14,221.15,221.14,221.15,1044
2023-02-07 16:55:00,221.06,221.1399,221.06,221.1399,1066
2023-02-07 16:54:00,221.1,221.1,221.1,221.1,248
2023-02-07 16:52:00,221.12,221.13,221.12,221.13,1377
2023-02-07 16:51:00,221.1396,221.1396,221.1396,221.1396,1246
2023-02-07 16:50:00,221.1396,221.15,221.11,221.11,4972
2023-02-07 16:49:00,221.0501,221.14,221.05,221.14,2466
2023-02-07 16:48:00,221.05,221.05,221.03,221.05,938
2023-02-07 16:47:00,221.1,221.1,221.1,221.1,549
2023-02-07 16:46:00,221.1,221.1,221.1,221.1,492
2023-02-07 16:45:00,221.12,221.12,221.1,221.12,2032
2023-02-07 16:44:00,221.08,221.12,221.08,221.12,8123
2023-02-07 16:43:00,221.0501,221.07,221.05,221.07,2538
2023-02-07 16:42:00,221.07,221.07,221.04,221.04,1029
2023-02-07 16:41:00,221.07,221.08,221.06,221.07,5917
2023-02-07 16:40:00,221.1194,221.12,221.1194,221.1194,359
2023-02-07 16:38:00,221.07,221.07,221.07,221.07,340
2023-02-07 16:37:00,221.12,221.13,221.12,221.13,642
2023-02-07 16:36:00,221.09,221.09,221.0,221.0,1260
2023-02-07 16:35:00,221.14,221.14,221.14,221.14,1155
2023-02-07 16:34:00,221.0,221.07,220.95,221.07,1596
2023-02-07 16:33:00,220.9237,220.9237,220.9237,220.9237,470
2023-02-07 16:32:00,220.99,221.01,220.97,220.97,2192
2023-02-07 16:31:00,220.9501,220.9501,220.95,220.95,1563
2023-02-07 16:30:00,221.04,221.12,221.01,221.01,3431
2023-02-07 16:29:00,221.05,221.12,221.02,221.12,3419
2023-02-07 16:27:00,221.12,221.12,221.12,221.12,1834
2023-02-07 16:26:00,221.09,221.0963,221.09,221.0963,525
2023-02-07 16:25:00,221.01,221.1,221.01,221.1,1000
2023-02-07 16:24:00,221.12,221.12,221.1,221.1,2168
2023-02-07 16:23:00,221.09,221.119,221.09,221.119,946
2023-02-07 16:22:00,221.0896,221.0896,221.0761,221.0761,728
2023-02-07 16:21:00,221.03,221.03,220.96,220.96,775
2023-02-07 16:20:00,221.0,221.0,220.99,220.99,1206
2023-02-07 16:19:00,221.1,221.1,220.95,220.95,2475
2023-02-07 16:18:00,221.12,221.12,221.01,221.1,2615
2023-02-07 16:17:00,221.05,221.1,221.05,221.1,1172
2023-02-07 16:16:00,221.2,221.2,221.0,221.035,10115
2023-02-07 16:15:00,221.25,221.29,221.2,221.2,3030
2023-02-07 16:14:00,221.25,221.27,221.23,221.25,3927
2023-02-07 16:13:00,221.73,221.73,221.22,221.25,9917
2023-02-07 16:12:00,221.11,221.73,221.11,221.17,4365
2023-02-07 16:11:00,221.14,221.29,221.14,221.2,4616
2023-02-07 16:10:00,221.25,221.73,221.05,221.14,12991
2023-02-07 16:09:00,221.73,221.73,221.16,221.25,26298
2023-02-07 16:08:00,221.3,221.73,221.25,221.29,20571
2023-02-07 16:07:00,221.2,221.4,221.17,221.4,7774
2023-02-07 16:06:00,221.2,221.23,221.15,221.2,6136
2023-02-07 16:05:00,221.3,221.3,221.13,221.15,8805
2023-02-07 16:04:00,221.44,221.53,221.3,221.3,5824
2023-02-07 16:03:00,221.51,221.6,221.44,221.44,5946
2023-02-07 16:02:00,221.73,221.73,221.46,221.46,41304
2023-02-07 16:01:00,221.7,221.73,221.62,221.65,61357
2023-02-07 16:00:00,221.73,221.89,221.7,221.7,412156
2023-02-07 15:59:00,222.13,222.22,221.66,221.72,595742
2023-02-07 15:58:00,221.69,222.14,221.5401,222.13,416074
2023-02-07 15:57:00,221.4,221.69,221.35,221.69,287416
2023-02-07 15:56:00,222.04,222.08,221.34,221.3773,322621
2023-02-07 15:55:00,222.51,222.59,222.0184,222.05,355981
2023-02-07 15:54:00,222.13,222.5799,222.13,222.4798,260204
2023-02-07 15:53:00,221.79,222.22,221.69,222.13,331888
2023-02-07 15:52:00,221.88,222.0,221.65,221.795,204015
2023-02-07 15:51:00,221.48,221.95,221.48,221.8814,207454
2023-02-07 15:50:00,221.42,221.885,221.4,221.5,227854
2023-02-07 15:49:00,221.4008,221.51,221.3701,221.3701,124722
2023-02-07 15:48:00,221.74,221.75,221.35,221.42,164131
2023-02-07 15:47:00,221.9141,221.95,221.62,221.74,220703
2023-02-07 15:46:00,221.36,221.92,221.26,221.92,315354
2023-02-07 15:45:00,221.145,221.4,221.0,221.3825,170329
2023-02-07 15:44:00,221.122,221.16,221.0201,221.12,117047
2023-02-07 15:43:00,221.255,221.335,220.99,221.11,115822
2023-02-07 15:42:00,221.05,221.34,220.84,221.26,199287
2023-02-07 15:41:00,221.165,221.2199,221.025,221.035,127776
2023-02-07 15:40:00,221.27,221.48,221.06,221.145,223185
2023-02-07 15:39:00,220.69,221.3,220.67,221.272,210632
2023-02-07 15:38:00,221.002,221.1,220.68,220.7,162472
2023-02-07 15:37:00,220.92,221.03,220.745,221.01,196535
2023-02-07 15:36:00,220.43,221.0,220.42,220.92,238294
2023-02-07 15:35:00,220.73,220.74,220.38,220.43,169584
2023-02-07 15:34:00,220.73,220.76,220.59,220.745,93824
2023-02-07 15:33:00,220.57,220.77,220.53,220.7299,113888
2023-02-07 15:32:00,220.68,220.74,220.44,220.56,135050
2023-02-07 15:31:00,220.84,220.87,220.54,220.67,166216
2023-02-07 15:30:00,221.04,221.1569,220.54,220.81,181958
