timestamp,open,high,low,close,volume
2019-05-31 19:56:00,39.0860,39.1320,39.0240,39.0820,500
2019-05-31 19:55:00,39.1390,39.1860,39.0770,39.1350,5323
2019-05-31 19:52:00,39.1040,39.1500,39.0410,39.1000,171
2019-05-31 19:40:00,39.1040,39.1500,39.0410,39.1000,160
2019-05-31 19:38:00,39.1040,39.1500,39.0410,39.1000,250
2019-05-31 19:24:00,39.0420,39.0880,38.9790,39.0380,199
2019-05-31 18:43:00,39.1040,39.1500,39.0410,39.1000,100
2019-05-31 18:40:00,39.1040,39.1500,39.0410,39.1000,100
2019-05-31 18:11:00,39.1040,39.1500,39.0410,39.1000,100
2019-05-31 18:00:00,39.1040,39.1500,39.0410,39.1000,3000
2019-05-31 17:40:00,39.1040,39.1500,39.0410,39.1000,500
2019-05-31 17:37:00,39.0860,39.1320,39.0240,39.0820,470
2019-05-31 17:16:00,39.0860,39.1320,39.0240,39.0820,225
2019-05-31 17:14:00,39.0590,39.1060,38.9970,39.0560,392
2019-05-31 16:59:00,39.0950,39.1410,39.0320,39.0910,110
2019-05-31 16:58:00,39.0860,39.1320,39.0240,39.0820,100
2019-05-31 16:57:00,39.0680,39.1150,39.0060,39.0640,800
2019-05-31 16:30:00,39.0330,39.0790,38.9700,39.0290,73492
2019-05-31 16:25:00,39.0330,39.0790,38.9700,39.0290,19869
2019-05-31 16:21:00,39.0330,39.0790,38.9700,39.0290,8200
2019-05-31 16:19:00,39.0150,39.0700,38.9530,39.0110,1800
2019-05-31 16:18:00,39.0420,39.0880,38.9790,39.0380,477
2019-05-31 16:11:00,39.0510,39.0970,38.9620,39.0200,3728
2019-05-31 16:08:00,39.0590,39.1060,38.9970,39.0560,693
2019-05-31 16:07:00,39.0420,39.0880,38.9790,39.0380,709
2019-05-31 16:06:00,39.0510,39.0970,38.9880,39.0470,500
2019-05-31 16:05:00,39.0510,39.0970,38.9880,39.0470,700
2019-05-31 16:04:00,39.0590,39.1060,38.9880,39.0470,900
2019-05-31 16:02:00,39.0770,39.1230,38.9970,39.0560,1600
2019-05-31 16:00:00,39.0240,39.1680,38.9530,39.1180,3243060
2019-05-31 15:59:00,39.0820,39.1320,38.9530,39.0110,1041483
2019-05-31 15:58:00,39.0680,39.1410,39.0060,39.0780,372038
2019-05-31 15:57:00,39.0950,39.1500,39.0060,39.0640,221549
2019-05-31 15:56:00,39.0990,39.1500,39.0320,39.0950,162992
2019-05-31 15:55:00,39.1480,39.1990,39.0240,39.0950,425063
2019-05-31 15:54:00,39.1920,39.2390,39.0900,39.1490,101651
2019-05-31 15:53:00,39.1880,39.2570,39.1210,39.1890,116642
2019-05-31 15:52:00,39.1610,39.2390,39.0940,39.1890,63476
2019-05-31 15:51:00,39.1880,39.2340,39.0940,39.1580,109800
2019-05-31 15:50:00,39.2010,39.2480,39.1210,39.1840,74029
2019-05-31 15:49:00,39.2060,39.2570,39.1210,39.1930,93444
2019-05-31 15:48:00,39.1810,39.2570,39.1030,39.2060,111782
2019-05-31 15:47:00,39.1660,39.2300,39.1030,39.1800,49226
2019-05-31 15:46:00,39.1700,39.2210,39.0940,39.1660,60699
2019-05-31 15:45:00,39.1170,39.2120,39.0410,39.1620,70438
2019-05-31 15:44:00,39.1130,39.1680,39.0320,39.1180,62143
2019-05-31 15:43:00,39.1130,39.1680,39.0460,39.1130,28455
2019-05-31 15:42:00,39.1210,39.1720,39.0320,39.1040,42261
2019-05-31 15:41:00,39.1300,39.1900,39.0500,39.1180,75616
2019-05-31 15:40:00,39.1300,39.1860,39.0590,39.1270,47536
2019-05-31 15:39:00,39.1300,39.2120,39.0590,39.1220,87771
2019-05-31 15:38:00,39.1300,39.1860,39.0590,39.1220,57090
2019-05-31 15:37:00,39.1390,39.2030,39.0720,39.1350,72373
2019-05-31 15:36:00,39.1830,39.2300,39.0770,39.1400,48017
2019-05-31 15:35:00,39.2140,39.2700,39.1210,39.1800,67975
2019-05-31 15:34:00,39.2010,39.2790,39.1300,39.2150,102420
2019-05-31 15:33:00,39.1950,39.2740,39.1300,39.1970,64975
2019-05-31 15:32:00,39.1610,39.2430,39.0900,39.1930,82369
2019-05-31 15:31:00,39.1300,39.2260,39.0590,39.1620,124561
2019-05-31 15:30:00,39.1660,39.2170,39.0500,39.1270,44763
2019-05-31 15:29:00,39.1390,39.2210,39.0770,39.1660,40039
2019-05-31 15:28:00,39.1350,39.1860,39.0590,39.1310,39324
2019-05-31 15:27:00,39.1390,39.1900,39.0680,39.1350,15761
2019-05-31 15:26:00,39.1300,39.1990,39.0680,39.1400,34131
2019-05-31 15:25:00,39.1480,39.2080,39.0410,39.1310,70551
2019-05-31 15:24:00,39.1320,39.2030,39.0700,39.1440,29349
2019-05-31 15:23:00,39.1390,39.1940,39.0680,39.1350,30085
2019-05-31 15:22:00,39.1570,39.2120,39.0410,39.1350,73924
2019-05-31 15:21:00,39.1570,39.2120,39.0590,39.1620,62539
2019-05-31 15:20:00,39.1660,39.2210,39.0940,39.1530,15084
2019-05-31 15:19:00,39.1790,39.2340,39.1030,39.1620,39731
2019-05-31 15:18:00,39.1830,39.2390,39.1120,39.1750,16393
2019-05-31 15:17:00,39.1830,39.2390,39.1120,39.1790,37847
2019-05-31 15:16:00,39.2140,39.2650,39.1120,39.1710,44325
2019-05-31 15:15:00,39.1790,39.2650,39.1120,39.2060,65383
2019-05-31 15:14:00,39.1670,39.2210,39.0850,39.1710,49958
2019-05-31 15:13:00,39.1630,39.2260,39.0940,39.1670,30176
2019-05-31 15:12:00,39.1520,39.2300,39.0900,39.1570,37962
2019-05-31 15:11:00,39.1530,39.2030,39.0680,39.1490,26678
2019-05-31 15:10:00,39.1390,39.2000,39.0590,39.1480,28512
2019-05-31 15:09:00,39.1300,39.1860,39.0630,39.1350,27300
2019-05-31 15:08:00,39.1660,39.2120,39.0680,39.1270,20983
2019-05-31 15:07:00,39.1480,39.2210,39.0770,39.1620,22588
2019-05-31 15:06:00,39.1520,39.2210,39.0810,39.1440,27921
2019-05-31 15:05:00,39.1440,39.2120,39.0770,39.1510,25839
2019-05-31 15:04:00,39.1660,39.2210,39.0590,39.1440,88715
